CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1992,KATETE RIVER,Coho,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,295,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1985,KATETE RIVER,Coho,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,590,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1996,KATETE RIVER,Coho,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,163,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1990,KATETE RIVER,Coho,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,94,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1997,KATETE RIVER,Coho,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1991,KATETE RIVER,Coho,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,302,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1989,KATETE RIVER,Coho,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,336,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1988,KATETE RIVER,Coho,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,32,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,West Katete River (Stikine) Coho 1995,KATETE RIVER,Coho,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44651,211,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,UNK
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2020,PORCUPINE RIVER,Coho,2020,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,199,199,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2021,PORCUPINE RIVER,Coho,2021,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,60,60,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1997,PORCUPINE RIVER,Coho,1997,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,648,NA,NA,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1996,PORCUPINE RIVER,Coho,1996,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,1466,NA,NA,1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2002,PORCUPINE RIVER,Coho,2002,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,1626,NA,NA,1626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1985,PORCUPINE RIVER,Coho,1985,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,365,NA,NA,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2015,PORCUPINE RIVER,Coho,2015,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,263,NA,NA,263,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2016,PORCUPINE RIVER,Coho,2016,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,40,NA,NA,40,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2017,PORCUPINE RIVER,Coho,2017,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,77,NA,NA,77,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2018,PORCUPINE RIVER,Coho,2018,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,460,NA,NA,460,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2019,PORCUPINE RIVER,Coho,2019,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,48,NA,NA,48,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2004,PORCUPINE RIVER,Coho,2004,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,1009,NA,NA,1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2005,PORCUPINE RIVER,Coho,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,689,689,NA,689,NA,NA,NA,NA,689,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2006,PORCUPINE RIVER,Coho,2006,Y,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,147,NA,NA,147,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2007,PORCUPINE RIVER,Coho,2007,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,341,NA,NA,341,NA,NA,NA,NA,341,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2008,PORCUPINE RIVER,Coho,2008,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,25,NA,NA,25,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2009,PORCUPINE RIVER,Coho,2009,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,617,NA,NA,617,NA,NA,NA,NA,617,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2010,PORCUPINE RIVER,Coho,2010,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,953,NA,NA,953,NA,NA,NA,NA,953,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2011,PORCUPINE RIVER,Coho,2011,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,468,NA,NA,468,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2012,PORCUPINE RIVER,Coho,2012,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,336,NA,NA,336,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2013,PORCUPINE RIVER,Coho,2013,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,53,NA,NA,53,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 2014,PORCUPINE RIVER,Coho,2014,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,509,NA,NA,509,NA,NA,NA,NA,509,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1988,PORCUPINE RIVER,Coho,1988,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,53,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1989,PORCUPINE RIVER,Coho,1989,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,90,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1990,PORCUPINE RIVER,Coho,1990,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,430,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1991,PORCUPINE RIVER,Coho,1991,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,352,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1992,PORCUPINE RIVER,Coho,1992,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,316,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1993,PORCUPINE RIVER,Coho,1993,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,324,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1994,PORCUPINE RIVER,Coho,1994,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,1105,NA,NA,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1995,PORCUPINE RIVER,Coho,1995,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,719,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Porcupine River (Stikine) Coho 1998,PORCUPINE RIVER,Coho,1998,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45491,450,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2021,SCUD RIVER,Coho,2021,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,77,77,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1997,SCUD RIVER,Coho,1997,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,272,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2004,SCUD RIVER,Coho,2004,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,173,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2015,SCUD RIVER,Coho,2015,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,61,NA,NA,61,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2014,SCUD RIVER,Coho,2014,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,138,NA,NA,138,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2013,SCUD RIVER,Coho,2013,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,23,NA,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2012,SCUD RIVER,Coho,2012,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1988,SCUD RIVER,Coho,1988,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,97,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1989,SCUD RIVER,Coho,1989,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,707,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1990,SCUD RIVER,Coho,1990,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,664,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1991,SCUD RIVER,Coho,1991,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,221,NA,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1992,SCUD RIVER,Coho,1992,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,462,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1993,SCUD RIVER,Coho,1993,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,206,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1994,SCUD RIVER,Coho,1994,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,448,NA,NA,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1995,SCUD RIVER,Coho,1995,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,621,NA,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1998,SCUD RIVER,Coho,1998,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,143,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2002,SCUD RIVER,Coho,2002,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,1389,NA,NA,1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1996,SCUD RIVER,Coho,1996,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,630,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 1985,SCUD RIVER,Coho,1985,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,924,NA,NA,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2016,SCUD RIVER,Coho,2016,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,90,NA,NA,90,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2017,SCUD RIVER,Coho,2017,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,36,NA,NA,36,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2018,SCUD RIVER,Coho,2018,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,128,NA,NA,128,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2019,SCUD RIVER,Coho,2019,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,190,NA,NA,190,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2005,SCUD RIVER,Coho,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,218,218,NA,218,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2006,SCUD RIVER,Coho,2006,Y,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,95,NA,NA,95,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2007,SCUD RIVER,Coho,2007,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,153,NA,NA,153,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2008,SCUD RIVER,Coho,2008,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,86,NA,NA,86,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2009,SCUD RIVER,Coho,2009,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,16,NA,NA,16,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2010,SCUD RIVER,Coho,2010,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,130,NA,NA,130,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Scud River (Stikine) Coho 2011,SCUD RIVER,Coho,2011,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45496,437,NA,NA,437,NA,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2002,VERRETT RIVER,Coho,2002,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,1695,NA,NA,1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1998,VERRETT RIVER,Coho,1998,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,282,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2005,VERRETT RIVER,Coho,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,353,353,NA,353,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2006,VERRETT RIVER,Coho,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,403,NA,NA,403,NA,NA,NA,NA,403,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1984,VERRETT RIVER,Coho,1984,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1985,VERRETT RIVER,Coho,1985,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,39,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1988,VERRETT RIVER,Coho,1988,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1989,VERRETT RIVER,Coho,1989,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,848,NA,NA,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1990,VERRETT RIVER,Coho,1990,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,494,NA,NA,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1991,VERRETT RIVER,Coho,1991,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,218,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1992,VERRETT RIVER,Coho,1992,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,320,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1994,VERRETT RIVER,Coho,1994,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,466,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1995,VERRETT RIVER,Coho,1995,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,574,NA,NA,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1996,VERRETT RIVER,Coho,1996,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,549,NA,NA,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 1997,VERRETT RIVER,Coho,1997,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,116,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2004,VERRETT RIVER,Coho,2004,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,959,NA,NA,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2021,VERRETT RIVER,Coho,2021,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,378,378,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2013,VERRETT RIVER,Coho,2013,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,249,NA,NA,249,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2011,VERRETT RIVER,Coho,2011,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,309,NA,NA,309,NA,NA,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2010,VERRETT RIVER,Coho,2010,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,363,NA,NA,363,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2009,VERRETT RIVER,Coho,2009,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,257,NA,NA,257,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2008,VERRETT RIVER,Coho,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,501,NA,NA,501,NA,NA,NA,NA,501,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2007,VERRETT RIVER,Coho,2007,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,240,NA,NA,240,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,M
LOWER STIKINE,CO-39,Verrett Creek (Stikine) Coho 2019,VERRETT RIVER,Coho,2019,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45142,48,NA,NA,48,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,M
