CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
KLUKSHU,SEL-30-02,Klukshu River (Alsek/Taku) Sockeye 2012,KLUKSHU RIVER,Sockeye,2012,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44855,17694,NA,NA,17176,NA,NA,NA,518,17694,NA,NA,NA,NA,NA,NA,NA,H
KLUKSHU,SEL-30-02,Klukshu River (Alsek/Taku) Sockeye 2013,KLUKSHU RIVER,Sockeye,2013,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44855,3902,NA,NA,3800,NA,NA,NA,102,3902,NA,NA,NA,NA,NA,NA,NA,H
KLUKSHU,SEL-30-02,Klukshu River (Alsek/Taku) Sockeye 2017,KLUKSHU RIVER,Sockeye,2017,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Video Counter,44855,3889,3711,NA,NA,NA,NA,NA,178,3889,NA,NA,NA,NA,NA,NA,NA,H
NESKATAHIN,SEL-30-03,Nesketahin Lake (Alsek/Taku) Sockeye 1989,NESKETAHIN LAKE,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44862,1700,NA,NA,NA,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,UNK
NESKATAHIN,SEL-30-03,Nesketahin Lake (Alsek/Taku) Sockeye 1988,NESKETAHIN LAKE,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44862,456,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,NA,NA,NA,NA,NA,UNK
NESKATAHIN,SEL-30-03,Nesketahin Lake (Alsek/Taku) Sockeye 1984,NESKETAHIN LAKE,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44862,750,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2002,BRONSON CREEK,Sockeye,2002,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,13,NA,NA,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2003,BRONSON CREEK,Sockeye,2003,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2007,BRONSON CREEK,Sockeye,2007,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2005,BRONSON CREEK,Sockeye,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,23,23,NA,23,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2004,BRONSON CREEK,Sockeye,2004,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2008,BRONSON CREEK,Sockeye,2008,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1992,BRONSON CREEK,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,138,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1990,BRONSON CREEK,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Not Applicable,45139,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1998,BRONSON CREEK,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,9,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1999,BRONSON CREEK,Sockeye,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45139,54,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1996,BRONSON CREEK,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,27,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1993,BRONSON CREEK,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,79,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1989,BRONSON CREEK,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,60,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1994,BRONSON CREEK,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,62,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1991,BRONSON CREEK,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,32,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1997,BRONSON CREEK,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,12,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 1995,BRONSON CREEK,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45139,72,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Bronson Creek (Stikine) Sockeye 2006,BRONSON CREEK,Sockeye,2006,Y,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45139,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1991,CRAIG RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1989,CRAIG RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,60,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1987,CRAIG RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,30,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1984,CRAIG RIVER,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,102,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1986,CRAIG RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Not Applicable,45137,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1992,CRAIG RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,17,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1985,CRAIG RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,27,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1988,CRAIG RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Not Applicable,45137,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1990,CRAIG RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Not Applicable,45137,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Craig River (Stikine) Sockeye 1993,CRAIG RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45137,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Hackett River (Alsek/Taku) Sockeye 1985,HACKETT RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45169,2309,NA,NA,NA,NA,NA,NA,NA,NA,2309,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Hackett River (Alsek/Taku) Sockeye 1987,HACKETT RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45169,910,NA,NA,NA,NA,NA,NA,NA,NA,910,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Hackett River (Alsek/Taku) Sockeye 1986,HACKETT RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45169,1004,NA,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Hackett River (Alsek/Taku) Sockeye 1988,HACKETT RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45169,516,NA,NA,NA,NA,NA,NA,NA,NA,516,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Verrett Creek (Stikine) Sockeye 2002,KATETE RIVER,Sockeye,2002,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45141,353,NA,NA,353,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1995,NAHLIN RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,3710,NA,NA,NA,NA,NA,NA,NA,NA,3710,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1992,NAHLIN RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,297,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1994,NAHLIN RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,960,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1998,NAHLIN RIVER,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,345,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1997,NAHLIN RIVER,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,1857,NA,NA,NA,NA,NA,NA,NA,NA,1857,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1988,NAHLIN RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,138,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1996,NAHLIN RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,2488,NA,NA,NA,NA,NA,NA,NA,NA,2488,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1990,NAHLIN RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,2515,NA,NA,NA,NA,NA,NA,NA,NA,2515,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nahlin River (Alsek/Taku) Sockeye 1993,NAHLIN RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45162,2461,NA,NA,NA,NA,NA,NA,NA,NA,2461,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1996,NAKINA RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,17,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1994,NAKINA RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,141,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1986,NAKINA RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,704,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1989,NAKINA RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,1108,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 2006,NAKINA RIVER,Sockeye,2006,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,47,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1987,NAKINA RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,337,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1990,NAKINA RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,778,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1991,NAKINA RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,520,NA,NA,NA,NA,NA,NA,NA,NA,520,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1985,NAKINA RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,812,NA,NA,NA,NA,NA,NA,NA,NA,812,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1993,NAKINA RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,15,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1988,NAKINA RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,499,NA,NA,NA,NA,NA,NA,NA,NA,499,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Nakina River (Alsek/Taku) Sockeye 1995,NAKINA RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45156,98,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2002,PORCUPINE RIVER,Sockeye,2002,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,95,95,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2003,PORCUPINE RIVER,Sockeye,2003,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,239,239,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2004,PORCUPINE RIVER,Sockeye,2004,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,56,56,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2005,PORCUPINE RIVER,Sockeye,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,111,111,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2006,PORCUPINE RIVER,Sockeye,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,59,59,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1989,PORCUPINE RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,133,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1990,PORCUPINE RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,31,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2007,PORCUPINE RIVER,Sockeye,2007,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,34,34,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2009,PORCUPINE RIVER,Sockeye,2009,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2008,PORCUPINE RIVER,Sockeye,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,33,33,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1991,PORCUPINE RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,61,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1992,PORCUPINE RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,90,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1993,PORCUPINE RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,141,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1994,PORCUPINE RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,66,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1995,PORCUPINE RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1996,PORCUPINE RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,149,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1997,PORCUPINE RIVER,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,25,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1998,PORCUPINE RIVER,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,89,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1999,PORCUPINE RIVER,Sockeye,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45490,64,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1984,PORCUPINE RIVER,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,69,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1985,PORCUPINE RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,69,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1986,PORCUPINE RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1987,PORCUPINE RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,62,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 1988,PORCUPINE RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45490,22,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2010,PORCUPINE RIVER,Sockeye,2010,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,187,187,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2012,PORCUPINE RIVER,Sockeye,2012,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,15,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2013,PORCUPINE RIVER,Sockeye,2013,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,151,151,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,M
